From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
O60825,O60825,reviewed,F262_HUMAN,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",PFKFB2,Homo sapiens (Human),505,"fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; lactate biosynthetic process [GO:0019249]; positive regulation of insulin secretion [GO:0032024]; pyruvate biosynthetic process [GO:0042866]; response to glucose [GO:0009749]","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex [GO:0043540]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex [GO:0043540]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; 6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; protein kinase binding [GO:0019901]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; lactate biosynthetic process [GO:0019249]; positive regulation of insulin secretion [GO:0032024]; pyruvate biosynthetic process [GO:0042866]; response to glucose [GO:0009749]","6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; protein kinase binding [GO:0019901]"
O94925,O94925,reviewed,GLSK_HUMAN,"Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]",GLS GLS1 KIAA0838,Homo sapiens (Human),669,chemical synaptic transmission [GO:0007268]; glutamate biosynthetic process [GO:0006537]; intracellular glutamate homeostasis [GO:0090461]; L-glutamine catabolic process [GO:0006543]; protein homotetramerization [GO:0051289]; regulation of respiratory gaseous exchange by nervous system process [GO:0002087]; suckling behavior [GO:0001967],cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; synapse [GO:0045202],cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; synapse [GO:0045202]; glutaminase activity [GO:0004359]; chemical synaptic transmission [GO:0007268]; glutamate biosynthetic process [GO:0006537]; intracellular glutamate homeostasis [GO:0090461]; L-glutamine catabolic process [GO:0006543]; protein homotetramerization [GO:0051289]; regulation of respiratory gaseous exchange by nervous system process [GO:0002087]; suckling behavior [GO:0001967],glutaminase activity [GO:0004359]
Q05086,Q05086,reviewed,UBE3A_HUMAN,Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54),UBE3A E6AP EPVE6AP HPVE6A,Homo sapiens (Human),875,androgen receptor signaling pathway [GO:0030521]; brain development [GO:0007420]; negative regulation of TORC1 signaling [GO:1904262]; ovarian follicle development [GO:0001541]; positive regulation of Golgi lumen acidification [GO:1905528]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; progesterone receptor signaling pathway [GO:0050847]; prostate gland growth [GO:0060736]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508]; regulation of circadian rhythm [GO:0042752]; regulation of synaptic plasticity [GO:0048167]; regulation of ubiquitin-dependent protein catabolic process [GO:2000058]; response to progesterone [GO:0032570]; rhythmic process [GO:0048511]; sperm entry [GO:0035037]; ubiquitin-dependent protein catabolic process [GO:0006511],cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; proteasome complex [GO:0000502]; synaptic vesicle [GO:0008021],cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; proteasome complex [GO:0000502]; synaptic vesicle [GO:0008021]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; androgen receptor signaling pathway [GO:0030521]; brain development [GO:0007420]; negative regulation of TORC1 signaling [GO:1904262]; ovarian follicle development [GO:0001541]; positive regulation of Golgi lumen acidification [GO:1905528]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; progesterone receptor signaling pathway [GO:0050847]; prostate gland growth [GO:0060736]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508]; regulation of circadian rhythm [GO:0042752]; regulation of synaptic plasticity [GO:0048167]; regulation of ubiquitin-dependent protein catabolic process [GO:2000058]; response to progesterone [GO:0032570]; rhythmic process [GO:0048511]; sperm entry [GO:0035037]; ubiquitin-dependent protein catabolic process [GO:0006511],transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q9NS86,Q9NS86,reviewed,LANC2_HUMAN,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),LANCL2 GPR69B TASP,Homo sapiens (Human),450,carbohydrate metabolic process [GO:0005975]; negative regulation of DNA-templated transcription [GO:0045892]; peptide modification [GO:0031179]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789],cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; carbohydrate metabolic process [GO:0005975]; negative regulation of DNA-templated transcription [GO:0045892]; peptide modification [GO:0031179]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789],ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]
Q9BUK0,Q9BUK0,reviewed,CHCH7_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,CHCHD7,Homo sapiens (Human),85,mitochondrial respiratory chain complex assembly [GO:0033108],mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739],mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex assembly [GO:0033108],
P49137,P49137,reviewed,MAPK2_HUMAN,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),MAPKAPK2,Homo sapiens (Human),400,3'-UTR-mediated mRNA stabilization [GO:0070935]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; DNA damage response [GO:0006974]; inflammatory response [GO:0006954]; inner ear development [GO:0048839]; intracellular signal transduction [GO:0035556]; leukotriene metabolic process [GO:0006691]; macropinocytosis [GO:0044351]; MAPK cascade [GO:0000165]; p38MAPK cascade [GO:0038066]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cellular response to heat [GO:1900034]; regulation of interleukin-6 production [GO:0032675]; regulation of mRNA stability [GO:0043488]; regulation of tumor necrosis factor production [GO:0032680]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; toll-like receptor signaling pathway [GO:0002224]; vascular endothelial growth factor receptor signaling pathway [GO:0048010],centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; mitogen-activated protein kinase binding [GO:0051019]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; DNA damage response [GO:0006974]; inflammatory response [GO:0006954]; inner ear development [GO:0048839]; intracellular signal transduction [GO:0035556]; leukotriene metabolic process [GO:0006691]; macropinocytosis [GO:0044351]; MAPK cascade [GO:0000165]; p38MAPK cascade [GO:0038066]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cellular response to heat [GO:1900034]; regulation of interleukin-6 production [GO:0032675]; regulation of mRNA stability [GO:0043488]; regulation of tumor necrosis factor production [GO:0032680]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; toll-like receptor signaling pathway [GO:0002224]; vascular endothelial growth factor receptor signaling pathway [GO:0048010],ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; mitogen-activated protein kinase binding [GO:0051019]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Q969Q0,Q969Q0,reviewed,RL36L_HUMAN,Ribosomal protein eL42-like (60S ribosomal protein L36a-like) (Large ribosomal subunit protein eL42-like),RPL36AL,Homo sapiens (Human),106,cytoplasmic translation [GO:0002181],cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; plasma membrane [GO:0005886],cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181],structural constituent of ribosome [GO:0003735]
O95140,O95140,reviewed,MFN2_HUMAN,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),MFN2 CPRP1 KIAA0214,Homo sapiens (Human),757,aerobic respiration [GO:0009060]; apoptotic process [GO:0006915]; blastocyst formation [GO:0001825]; camera-type eye morphogenesis [GO:0048593]; mitochondrial fusion [GO:0008053]; mitochondrial membrane organization [GO:0007006]; mitochondrion localization [GO:0051646]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; protein localization to phagophore assembly site [GO:0034497]; protein targeting to mitochondrion [GO:0006626]; response to unfolded protein [GO:0006986]; type 2 mitophagy [GO:0061734],cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ubiquitin protein ligase binding [GO:0031625]; aerobic respiration [GO:0009060]; apoptotic process [GO:0006915]; blastocyst formation [GO:0001825]; camera-type eye morphogenesis [GO:0048593]; mitochondrial fusion [GO:0008053]; mitochondrial membrane organization [GO:0007006]; mitochondrion localization [GO:0051646]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; protein localization to phagophore assembly site [GO:0034497]; protein targeting to mitochondrion [GO:0006626]; response to unfolded protein [GO:0006986]; type 2 mitophagy [GO:0061734],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ubiquitin protein ligase binding [GO:0031625]
Q13505,Q13505,reviewed,MTX1_HUMAN,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),MTX1 MTX MTXN,Homo sapiens (Human),466,inner mitochondrial membrane organization [GO:0007007]; lactation [GO:0007595]; mitochondrion organization [GO:0007005]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein transport [GO:0015031],membrane [GO:0016020]; MIB complex [GO:0140275]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; SAM complex [GO:0001401],membrane [GO:0016020]; MIB complex [GO:0140275]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; SAM complex [GO:0001401]; inner mitochondrial membrane organization [GO:0007007]; lactation [GO:0007595]; mitochondrion organization [GO:0007005]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein transport [GO:0015031],
P48449,P48449,reviewed,LSS_HUMAN,"Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC)",LSS OSC,Homo sapiens (Human),732,cholesterol biosynthetic process [GO:0006695]; regulation of protein stability [GO:0031647]; steroid biosynthetic process [GO:0006694]; triterpenoid biosynthetic process [GO:0016104],endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; membrane [GO:0016020],endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; membrane [GO:0016020]; lanosterol synthase activity [GO:0000250]; cholesterol biosynthetic process [GO:0006695]; regulation of protein stability [GO:0031647]; steroid biosynthetic process [GO:0006694]; triterpenoid biosynthetic process [GO:0016104],lanosterol synthase activity [GO:0000250]
Q7Z434,Q7Z434,reviewed,MAVS_HUMAN,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),MAVS IPS1 KIAA1271 VISA,Homo sapiens (Human),540,activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of IP-10 production [GO:0071660]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein localization to mitochondrion [GO:0070585]; protein tetramerization [GO:0051262]; regulation of peroxisome organization [GO:1900063]; signal transduction [GO:0007165]; type I interferon-mediated signaling pathway [GO:0060337],mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]; ubiquitin ligase complex [GO:0000151],mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]; ubiquitin ligase complex [GO:0000151]; CARD domain binding [GO:0050700]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; molecular condensate scaffold activity [GO:0140693]; protein kinase binding [GO:0019901]; protein serine/threonine kinase binding [GO:0120283]; protein-macromolecule adaptor activity [GO:0030674]; signaling adaptor activity [GO:0035591]; activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of IP-10 production [GO:0071660]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein localization to mitochondrion [GO:0070585]; protein tetramerization [GO:0051262]; regulation of peroxisome organization [GO:1900063]; signal transduction [GO:0007165]; type I interferon-mediated signaling pathway [GO:0060337],CARD domain binding [GO:0050700]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; molecular condensate scaffold activity [GO:0140693]; protein kinase binding [GO:0019901]; protein serine/threonine kinase binding [GO:0120283]; protein-macromolecule adaptor activity [GO:0030674]; signaling adaptor activity [GO:0035591]
Q9HCC0,Q9HCC0,reviewed,MCCB_HUMAN,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)",MCCC2 MCCB,Homo sapiens (Human),563,branched-chain amino acid catabolic process [GO:0009083]; coenzyme A metabolic process [GO:0015936]; L-leucine catabolic process [GO:0006552],cytosol [GO:0005829]; methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],cytosol [GO:0005829]; methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]; branched-chain amino acid catabolic process [GO:0009083]; coenzyme A metabolic process [GO:0015936]; L-leucine catabolic process [GO:0006552],ATP binding [GO:0005524]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]
Q9UPY8,Q9UPY8,reviewed,MARE3_HUMAN,Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3),MAPRE3,Homo sapiens (Human),281,behavioral response to cocaine [GO:0048148]; cell division [GO:0051301]; intracellular protein localization [GO:0008104]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA-templated transcription [GO:0045893]; protein localization to microtubule [GO:0035372]; regulation of microtubule polymerization [GO:0031113]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225],cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; midbody [GO:0030496]; mitotic spindle astral microtubule end [GO:1905721]; neuron to neuron synapse [GO:0098984]; perinuclear region of cytoplasm [GO:0048471]; spindle midzone [GO:0051233],cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; midbody [GO:0030496]; mitotic spindle astral microtubule end [GO:1905721]; neuron to neuron synapse [GO:0098984]; perinuclear region of cytoplasm [GO:0048471]; spindle midzone [GO:0051233]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase binding [GO:0120283]; behavioral response to cocaine [GO:0048148]; cell division [GO:0051301]; intracellular protein localization [GO:0008104]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA-templated transcription [GO:0045893]; protein localization to microtubule [GO:0035372]; regulation of microtubule polymerization [GO:0031113]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225],identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase binding [GO:0120283]
Q96BW5,Q96BW5,reviewed,PTER_HUMAN,N-acetyltaurine hydrolase (EC 3.1.-.-) (Phosphotriesterase-related protein),PTER,Homo sapiens (Human),349,epithelial cell differentiation [GO:0030855]; regulation of appetite [GO:0032098]; taurine metabolic process [GO:0019530],cytosol [GO:0005829]; extracellular exosome [GO:0070062],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; N-acetyltaurine hydrolase activity [GO:0141215]; zinc ion binding [GO:0008270]; epithelial cell differentiation [GO:0030855]; regulation of appetite [GO:0032098]; taurine metabolic process [GO:0019530],N-acetyltaurine hydrolase activity [GO:0141215]; zinc ion binding [GO:0008270]
Q9H446,Q9H446,reviewed,RWDD1_HUMAN,RWD domain-containing protein 1 (DRG family-regulatory protein 2),RWDD1 DFRP2 CGI-24 PTD013,Homo sapiens (Human),243,androgen receptor signaling pathway [GO:0030521]; cellular response to oxidative stress [GO:0034599]; cellular response to testosterone stimulus [GO:0071394]; cytoplasmic translation [GO:0002181],cytosol [GO:0005829],cytosol [GO:0005829]; transcription coactivator activity [GO:0003713]; androgen receptor signaling pathway [GO:0030521]; cellular response to oxidative stress [GO:0034599]; cellular response to testosterone stimulus [GO:0071394]; cytoplasmic translation [GO:0002181],transcription coactivator activity [GO:0003713]
Q12955,Q12955,reviewed,ANK3_HUMAN,Ankyrin-3 (ANK-3) (Ankyrin-G),ANK3,Homo sapiens (Human),4377,axonogenesis [GO:0007409]; cellular response to magnesium ion [GO:0071286]; establishment of protein localization [GO:0045184]; Golgi to plasma membrane protein transport [GO:0043001]; magnesium ion homeostasis [GO:0010960]; maintenance of protein location in plasma membrane [GO:0072660]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; neuromuscular junction development [GO:0007528]; neuronal action potential [GO:0019228]; plasma membrane organization [GO:0007009]; positive regulation of cell communication by electrical coupling [GO:0010650]; positive regulation of gene expression [GO:0010628]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900827]; positive regulation of membrane potential [GO:0045838]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of sodium ion transport [GO:0010765]; protein localization to axon [GO:0099612]; protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transport [GO:0043266]; signal transduction [GO:0007165],axon initial segment [GO:0043194]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; costamere [GO:0043034]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; lysosome [GO:0005764]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; node of Ranvier [GO:0033268]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; spectrin-associated cytoskeleton [GO:0014731]; T-tubule [GO:0030315]; Z disc [GO:0030018],axon initial segment [GO:0043194]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; costamere [GO:0043034]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; lysosome [GO:0005764]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; node of Ranvier [GO:0033268]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; spectrin-associated cytoskeleton [GO:0014731]; T-tubule [GO:0030315]; Z disc [GO:0030018]; cadherin binding [GO:0045296]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; cytoskeletal protein binding [GO:0008092]; protein-macromolecule adaptor activity [GO:0030674]; sodium channel regulator activity [GO:0017080]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325]; axonogenesis [GO:0007409]; cellular response to magnesium ion [GO:0071286]; establishment of protein localization [GO:0045184]; Golgi to plasma membrane protein transport [GO:0043001]; magnesium ion homeostasis [GO:0010960]; maintenance of protein location in plasma membrane [GO:0072660]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; neuromuscular junction development [GO:0007528]; neuronal action potential [GO:0019228]; plasma membrane organization [GO:0007009]; positive regulation of cell communication by electrical coupling [GO:0010650]; positive regulation of gene expression [GO:0010628]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900827]; positive regulation of membrane potential [GO:0045838]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of sodium ion transport [GO:0010765]; protein localization to axon [GO:0099612]; protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transport [GO:0043266]; signal transduction [GO:0007165],cadherin binding [GO:0045296]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; cytoskeletal protein binding [GO:0008092]; protein-macromolecule adaptor activity [GO:0030674]; sodium channel regulator activity [GO:0017080]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325]
